ReadGroup	length_estimate
[QG2910.bam]	44.586
[QG725.bam]	20.7745
[QG2742.bam]	149.734
[MY771.bam]	49.2796
[BRC20341.bam]	61.1888
[QG3876.bam]	23.4111
[ECA2661.bam]	63.2319
[ECA1565.bam]	28.4761
[NIC865.bam]	27.9426
[VX0034.bam]	76.3018
[ECA569.bam]	53.8314
[JU381.bam]	115.358
[BRC20308.bam]	79.4673
[ECA1158.bam]	16.5178
[JU2472.bam]	47.7917
[ECA188.bam]	34.2412
[ECA2297.bam]	39.2249
[ECA2083.bam]	147.794
[QG973.bam]	84.5303
[NIC80.bam]	53.6268
[JU4097.bam]	80.7709
[QG883.bam]	176.654
[JU2836.bam]	66.0886
[QG4058.bam]	43.4432
[JU795.bam]	88.9762
[EG6179.bam]	46.7571
[QG2902.bam]	127.391
[QG571.bam]	36.9481
[QG4099.bam]	65.2344
[JU350.bam]	86.7273
[NIC810.bam]	80.5753
[NIC1100.bam]	43.6231
[JU1049.bam]	87.694
[QG570.bam]	55.5267
[MY2748.bam]	37.4259
[NIC1407.bam]	159.008
[ECA2277.bam]	123.334
[NIC292.bam]	81.7733
[JU441.bam]	100.304
[QG2682.bam]	101.847
[QG2883.bam]	102.259
[QG765.bam]	70.8492
[NIC1635.bam]	44.0663
[QG4120.bam]	31.9759
[ECA2616.bam]	187.203
[QG825.bam]	95.8861
[JU2185.bam]	72.2388
[BRC20346.bam]	62.0547
[QG2884.bam]	103.177
[UH1.bam]	65.076
[BRC20370.bam]	109.38
[QG3018.bam]	58.795
[EG4207.bam]	25.2027
[EG5613.bam]	50.5967
[ECA1179.bam]	58.8123
[NIC1598.bam]	53.4114
[JU2824.bam]	119.308
[ECA1511.bam]	48.0003
[QG1132.bam]	48.6838
[NIC64.bam]	113.11
[NIC1143.bam]	34.8299
[NIC1288.bam]	130.726
[QG988.bam]	78.8123
[ECA1164.bam]	54.4325
[NIC71.bam]	60.7071
[ECA1457.bam]	34.4545
[ED3101.bam]	68.5947
[JU1348.bam]	18.5016
[ECA1621.bam]	64.651
[ECA1617.bam]	34.1178
[NIC36.bam]	77.3062
[NIC1413.bam]	64.4397
[NIC174.bam]	75.7134
[QG2923.bam]	69.1523
[QG3851.bam]	30.0037
[QG4029.bam]	34.4043
[QG868.bam]	79.7743
[QG941.bam]	195.666
[JU2233.bam]	64.1256
[BRC20085.bam]	50.3692
[GXW0025.bam]	63.3538
[QG2691.bam]	167.462
[ECA1165.bam]	46.1406
[JU2054.bam]	48.0966
[QG2618.bam]	74.6279
[JU1259.bam]	85.7382
[JU2214.bam]	53.746
[QG547.bam]	111.809
[ECA1443.bam]	33.8479
[QG1129.bam]	73.8981
[XZ1204.bam]	59.0618
[NIC1124.bam]	84.5858
[QG3874.bam]	28.1867
[QG3920.bam]	99.77
[ECA1637.bam]	85.7379
[ECA1651.bam]	218.244
[JU2533.bam]	41.3825
[NIC1593.bam]	99.3865
[ECA1555.bam]	57.3535
[ECA1152.bam]	56.3333
[QG782.bam]	40.1754
[QG4131.bam]	48.4015
[QG951.bam]	63.8688
[JU2218.bam]	75.7605
[NIC167.bam]	92.5602
[JU1775.bam]	82.3195
[ED3082.bam]	59.0699
[QG588.bam]	71.1659
[JU1038.bam]	108.018
[JU2206.bam]	102.112
[JU2591.bam]	74.1344
[QX1804.bam]	59.5395
[NIC116.bam]	69.8561
[JU837.bam]	63.379
[NIC893.bam]	77.3734
[JU3168.bam]	63.6903
[JU1474.bam]	68.4911
[NIC812.bam]	77.7778
[NIC981.bam]	54.9075
[NIC821.bam]	76.2892
[NIC818.bam]	48.0473
[NIC1535.bam]	45.5555
[JU1048.bam]	90.9078
[BRC20533.bam]	37.6776
[NIC369.bam]	87.4959
[JU1998.bam]	96.7495
[TWN1772.bam]	54.3574
[JU2057.bam]	55.1041
[QG4116.bam]	39.5606
[NIC1424.bam]	63.3125
[JU3276.bam]	131.399
[NIC850.bam]	95.5913
[NIC574.bam]	38.2621
[QG2966.bam]	114.628
[QG738.bam]	50.6695
[ECA2623.bam]	83.3176
[ECA181.bam]	118.38
[QG794.bam]	105.211
[ECA2373.bam]	109.807
[NIC532.bam]	40.8298
[QG2889.bam]	35.8535
[QG926.bam]	100.763
[GXW0026.bam]	89.4869
[NIC809.bam]	89.2631
[QG1106.bam]	77.482
[JU2182.bam]	64.9279
[QG2623.bam]	44.1494
[QG4206.bam]	36.1915
[QG780.bam]	41.5756
[BRC20545.bam]	53.0874
[NIC332.bam]	47.3299
[QG819.bam]	69.1328
[NIC792.bam]	62.7089
[NIC883.bam]	47.113
[JU354.bam]	110.234
[NIC1066.bam]	95.0754
[ECA1559.bam]	32.6555
[NIC826.bam]	27.9826
[BRC20408.bam]	34.5408
[NIC1667.bam]	27.9942
[ECA288.bam]	58.0045
[QG3015.bam]	101.444
[ECA2630.bam]	26.8641
[JU2227.bam]	54.374
[BRC20312.bam]	73.6191
[ECA1543.bam]	71.7617
[QG2925.bam]	81.4494
[ECA179.bam]	103.966
[QG3924.bam]	87.5547
[JU2045.bam]	24.2029
[BRC20229.bam]	29.8864
[NIC1491.bam]	42.8082
[QG3046.bam]	42.0439
[QG873.bam]	182.133
[JU1637.bam]	24.0148
[JU1788.bam]	102.831
[NIC6.bam]	67.3788
[QG882.bam]	211.337
[QG3840.bam]	51.572
[JU4049.bam]	35.6129
[QG788.bam]	51.8541
[NIC1692.bam]	29.9766
[JU3278.bam]	69.0974
[NIC175.bam]	90.3926
[ECA1773.bam]	23.4956
[BRC20501.bam]	95.575
[ED3093.bam]	67.8424
[JU1912.bam]	33.6262
[ECA1619.bam]	55.625
[JU1469.bam]	100.465
[NIC1630.bam]	32.9512
[NIC77.bam]	67.5458
[JU2863.bam]	94.21
[JU439.bam]	67.8468
[QG1127.bam]	116.914
[BRC20519.bam]	63.1853
[QG733.bam]	47.4993
[JU2222.bam]	74.43
[QG2639.bam]	51.5887
[JU3237.bam]	50.201
[NIC1607.bam]	59.7538
[ECA1167.bam]	29.2553
[JU2228.bam]	45.2424
[JU2470.bam]	55.9619
[QG766.bam]	179.12
[JU1789.bam]	91.0026
[BRC20390.bam]	51.8415
[JU4084.bam]	49.5096
[ECA1607.bam]	71.6302
[QG756.bam]	127.624
[EG5614.bam]	56.5047
[QG3019.bam]	70.2953
[JU1913.bam]	36.9724
[QG2641.bam]	75.8586
[QG106.bam]	65.9092
[QG2777.bam]	53.2003
[QG111.bam]	63.7557
[NIC399.bam]	75.0347
[ED3088.bam]	59.6681
[ECA1571.bam]	39.8511
[ECA2505.bam]	20.8526
[QG573.bam]	57.4861
[ECA2621.bam]	91.6674
[QG1131.bam]	66.9483
[JU757.bam]	73.308
[QG4073.bam]	96.5546
[JU1814.bam]	65.9411
[NIC877.bam]	34.1817
[ECA1175.bam]	71.6776
[MY801.bam]	66.1933
[JU2032.bam]	93.264
[NIC1295.bam]	80.3141
[QG3527.bam]	105.823
[ECA1166.bam]	37.9617
[ECA2089.bam]	43.6037
[QG827.bam]	33.7391
[QG872.bam]	73.4502
[JU2143.bam]	94.8891
[NIC808.bam]	116.698
[QG947.bam]	79.7886
[JU3422.bam]	57.5028
[NIC815.bam]	68.4322
[ECA1382.bam]	59.7353
[ECA2515.bam]	22.9057
[NIC17.bam]	54.3848
[QG2919.bam]	32.0411
[NIC1302.bam]	51.4653
[QG930.bam]	21.3659
[ECA1667.bam]	216.396
[BRC20544.bam]	41.501
[JU2216.bam]	65.9222
[QG4070.bam]	42.9467
[NIC554.bam]	127.058
[QG2906.bam]	90.761
[JU2473.bam]	33.489
[QG3837.bam]	87.551
[JU357.bam]	89.4851
[NIC1261.bam]	49.7866
[ECA2620.bam]	89.9295
[PB858.bam]	55.3161
[QG785.bam]	112.14
[JU353.bam]	75.1554
[JU2217.bam]	68.0777
[JU3319.bam]	83.9001
[MY2271.bam]	33.5289
[ECA1149.bam]	73.1776
[QG4114.bam]	55.1229
[JU2626.bam]	74.1065
[GXW0022.bam]	78.9502
[QG584.bam]	56.4545
[NIC155.bam]	82.8019
[QG778.bam]	119.311
[MY761.bam]	70.2598
[NIC1529.bam]	55.558
[BRC20463.bam]	72.5495
[NIC253.bam]	38.77
[QG2920.bam]	17.2808
[JU2753.bam]	39.143
[NIC78.bam]	48.2345
[NIC1139.bam]	49.8498
[QG727.bam]	75.2395
[ECA1144.bam]	70.9041
[BRC20100.bam]	113.809
[ECA1127.bam]	32.89
[JU405.bam]	59.4812
[JU2219.bam]	95.2656
[NIC72.bam]	81.8016
[NIC5.bam]	58.2776
[NIC188.bam]	68.0387
[QG928.bam]	41.7129
[QG1113.bam]	70.1745
[NIC21.bam]	46.971
[NIC1631.bam]	25.0809
[NIC1539.bam]	53.0835
[QG3823.bam]	147.612
[NIC1537.bam]	76.9471
[BRC20534.bam]	56.9062
[NIC879.bam]	55.3705
[JU1047.bam]	108.546
[QG795.bam]	80.7082
[EG6275.bam]	80.8494
[QG802.bam]	45.8823
[ECA2239.bam]	78.6153
[QG757.bam]	102.667
[JU2517.bam]	48.2175
[JU2183.bam]	99.9081
[NIC819.bam]	152.152
[NIC1050.bam]	47.2105
[QG877.bam]	88.384
[QG2815.bam]	81.5076
[QG3842.bam]	53.3541
[NIC191.bam]	96.517
[QG119.bam]	78.7228
[QG3810.bam]	52.5004
[EG6257.bam]	59.1108
[BRC20556.bam]	45.8156
[ECA2635.bam]	48.8972
[BRC20492.bam]	68.7576
[ECA1587.bam]	58.9681
[ECA163.bam]	95.9679
[BRC20528.bam]	37.8776
[ZZY405.bam]	59.2737
[ECA161.bam]	63.4003
[NIC1666.bam]	73.7666
[QG728.bam]	56.1748
[JU1794.bam]	34.3261
[QG130.bam]	82.9734
[NIC777.bam]	76.2595
[QG4115.bam]	44.6494
[BRC20289.bam]	51.6647
[QG2730.bam]	51.5754
[ECA183.bam]	35.5915
[QG2886.bam]	159.89
[JU1375.bam]	72.3901
[NIC115.bam]	80.5218
[MY750.bam]	73.5896
[ECA1381.bam]	50.4563
[ECA277.bam]	50.8064
[JU1542.bam]	87.1173
[BRC20077.bam]	111.255
[QG3922.bam]	68.0157
[NIC63.bam]	51.8316
[JU4060.bam]	39.103
[QG858.bam]	64.5891
[JU2181.bam]	87.1863
[JU840.bam]	79.2963
[QG2673.bam]	98.1556
[QG120.bam]	76.2799
[NIC40.bam]	70.1322
[QG2908.bam]	29.2346
[QX1800.bam]	72.176
[QG2736.bam]	41.7739
[QG2714.bam]	57.1663
[XZ1212.bam]	69.3101
[QG814.bam]	133.802
[QR24.bam]	72.2097
[JU1830.bam]	103.13
[QG815.bam]	98.4457
[JU2563.bam]	109.593
[ECA2299.bam]	49.8734
[ECA1629.bam]	46.6171
[JU2506.bam]	39.446
[QG4121.bam]	31.7158
[JU1205.bam]	66.0711
[ECA2637.bam]	58.4647
[NIC101.bam]	63.2426
[NIC89.bam]	63.3147
[NIC75.bam]	56.9621
[NIC60.bam]	83.9312
[QG2892.bam]	138.367
[QG4098.bam]	35.6038
[QG3815.bam]	34.3107
[QG784.bam]	48.1212
[NIC1552.bam]	70.2281
[QG3813.bam]	75.716
[QG3783.bam]	66.6091
[JU404.bam]	86.3167
[JU835.bam]	63.6003
[ECA1473.bam]	70.7758
[QG775.bam]	71.8268
[JU3327.bam]	55.0015
[NIC820.bam]	78.0909
[ECA1427.bam]	84.1624
[NIC1203.bam]	51.8913
[ECA2507.bam]	22.9092
[QG3041.bam]	129.596
[JU374.bam]	125.761
[NIC828.bam]	50.2449
[ECA2647.bam]	39.0426
[QG114.bam]	75.6767
[EG6265.bam]	48.4092
[QG787.bam]	55.1384
[QG2971.bam]	47.1747
[JU1638.bam]	53.0969
[QG726.bam]	30.5211
[QG3032.bam]	58.6167
[JU1820.bam]	66.0279
[QG2921.bam]	125.385
[ECA2626.bam]	134.623
[ECA2455.bam]	44.4019
[ECA1613.bam]	52.0825
[MY2716.bam]	44.6624
[NIC1219.bam]	34.1868
[QG4075.bam]	106.811
[QG822.bam]	57.7547
[NIC802.bam]	61.5393
[ECA177.bam]	50.666
[NIC1628.bam]	44.6999
[ECA2093.bam]	38.0609
[QG3816.bam]	27.2577
[ECA2301.bam]	44.292
[QG3875.bam]	73.8306
[NIC776.bam]	65.3162
[QG2926.bam]	92.6679
[QG4063.bam]	40.1801
[QG781.bam]	42.0146
[MY2725.bam]	42.4258
[MY709.bam]	90.6133
[BRC20401.bam]	81.5896
[ECA1567.bam]	42.6055
[NIC1306.bam]	66.8825
[NIC1416.bam]	88.3313
[QG880.bam]	134.262
[NIC1524.bam]	49.3367
[EG6268.bam]	39.257
[JU1987.bam]	77.3963
[QG589.bam]	76.2072
[NIC518.bam]	64.3212
[QG3867.bam]	37.752
[JU1822.bam]	64.2246
[QG1139.bam]	66.1064
[QG2667.bam]	122.181
[QG110.bam]	72.5809
[NIC1134.bam]	46.8646
[JU2044.bam]	56.4616
[QG1103.bam]	70.0379
[ECA1531.bam]	68.9683
[NIC81.bam]	54.3556
[NIC1089.bam]	84.3751
[QG2693.bam]	64.1327
[QG2640.bam]	89.5237
[QG1130.bam]	84.5254
[ECA2669.bam]	29.0792
[NIC243.bam]	88.7757
[ECA176.bam]	135.431
[JU3203.bam]	111.116
[EG6274.bam]	60.735
[JU4062.bam]	35.4785
[NIC208.bam]	74.1945
[QG876.bam]	105.351
[NIC519.bam]	86.575
[QG938.bam]	34.5095
[ECA1423.bam]	66.4009
[ECA1471.bam]	53.1406
[QG856.bam]	111.421
[NIC1065.bam]	98.5005
[ECA2503.bam]	22.5578
[BRC20236.bam]	118.224
[JU1347.bam]	54.9834
[QG828.bam]	90.7256
[QG2741.bam]	152.918
[ECA1529.bam]	68.2047
[JU352.bam]	110.172
[ECA1517.bam]	40.1817
[JU2142.bam]	78.7718
[QG4100.bam]	140.076
[JU2801.bam]	65.8976
[QG3921.bam]	90.2232
[QG2630.bam]	59.312
[JU1908.bam]	44.8369
[QG2969.bam]	56.6375
[BRC20290.bam]	63.1615
[NIC302.bam]	50.3687
[JU279.bam]	99.2141
[QG866.bam]	64.3337
[QG4104.bam]	47.1297
[JU1263.bam]	98.7715
[ECA180.bam]	109.535
[ECA2634.bam]	104.806
[EG6260.bam]	64.0024
[JU1996.bam]	75.6708
[NIC505.bam]	49.1769
[NIC1141.bam]	40.4668
[QG793.bam]	45.4944
[QG578.bam]	57.4231
[QG4027.bam]	28.0511
[NIC79.bam]	65.8374
[BRC20311.bam]	137.572
[BRC20099.bam]	81.7448
[JU2555.bam]	66.6054
[QG3861.bam]	41.1976
[NIC153.bam]	82.9292
[ECA2511.bam]	27.677
[QG3933.bam]	150.759
[ECA1129.bam]	41.3444
[QG737.bam]	81.8851
[QX1802.bam]	53.3655
[ECA1159.bam]	13.0292
[QG2738.bam]	179.234
[MY539.bam]	74.6807
[QG3030.bam]	135.411
[QG3819.bam]	100.542
[NIC1088.bam]	82.4509
[ECA2646.bam]	81.2193
[JU725.bam]	35.4745
[ECA278.bam]	51.0911
[QG4233.bam]	47.0884
[JU1043.bam]	79.8057
[QG2677.bam]	101.433
[QG3056.bam]	102.969
[NIC87.bam]	110.411
[JU2220.bam]	56.7678
[JU2754.bam]	80.1382
[NIC553.bam]	110.273
[QG799.bam]	68.4192
[MY2270.bam]	85.1303
[QG3016.bam]	102.32
[XZ1205.bam]	72.604
[NIC1525.bam]	74.9605
[JU2105.bam]	71.3036
[QG4214.bam]	58.9195
[MY728.bam]	67.1268
[EG6267.bam]	69.9332
[EG6273.bam]	57.1197
[JU1560.bam]	75.9316
[JU3323.bam]	89.1372
[JU2747.bam]	74.0107
[ECA1593.bam]	77.9538
[QG4093.bam]	42.1285
[JU2799.bam]	73.8379
[ECA1128.bam]	35.0454
[NIC1530.bam]	79.4781
[NIC1125.bam]	26.9844
[QG730.bam]	104.807
[QG749.bam]	96.7265
[PB826.bam]	68.8942
[NIC178.bam]	91.9623
[JU355.bam]	106.727
[ECA1147.bam]	61.7013
[QG4208.bam]	42.2225
[QG1128.bam]	66.7203
[BRC20076.bam]	28.7975
[QG855.bam]	67.7549
[ECA371.bam]	32.7534
[QG2668.bam]	79.2703
[ECA2371.bam]	57.6419
[JU3279.bam]	83.8023
[QG758.bam]	134.434
[NIC1047.bam]	80.5995
[NIC1479.bam]	45.7468
[QG889.bam]	187.639
[QG1142.bam]	78.5124
[ECA1178.bam]	65.3479
[QG946.bam]	143.583
[QG2717.bam]	174.896
[QG1126.bam]	66.1182
[NIC599.bam]	53.4435
[NIC825.bam]	57.2696
[QG931.bam]	131.89
[QG925.bam]	185.2
[ECA343.bam]	34.1446
[QG1100.bam]	64.5863
[QG118.bam]	80.4101
[QG2891.bam]	32.8372
[EG5715.bam]	27.8482
[ECA1561.bam]	84.519
[JU403.bam]	104.489
[BRC20557.bam]	49.8111
[QG824.bam]	97.9132
[QG132.bam]	108.559
[QG2885.bam]	105.053
[ECA1551.bam]	195.912
[NIC973.bam]	51.6119
[QG2674.bam]	63.8456
[ECA2425.bam]	66.5791
[QG4213.bam]	94.7911
[NIC171.bam]	84.9451
[JU1471.bam]	86.3864
[ECA2279.bam]	72.0409
[NIC398.bam]	65.7899
[NIC69.bam]	61.3297
[NIC1273.bam]	70.049
[JU4051.bam]	29.7543
[QG808.bam]	138.695
[TWN1899.bam]	52.2923
[JU1496.bam]	93.0997
[JU1767.bam]	74.6377
[ECA1706.bam]	21.3399
[JU2597.bam]	71.4333
[NIC1182.bam]	39.817
[EG5612.bam]	50.5666
[ECA1461.bam]	37.7615
[ECA1182.bam]	41.4958
[NIC1481.bam]	99.7965
[QG2740.bam]	202.354
[NIC162.bam]	103.321
[EG6259.bam]	80.2474
[NIC151.bam]	86.0723
[NIC919.bam]	38.6027
[QG3826.bam]	47.4974
[QG4232.bam]	51.1551
[NIC803.bam]	76.9393
[EG6271.bam]	61.1518
[ECA1549.bam]	31.5985
[NIC1480.bam]	116.012
[JU380.bam]	155.994
[NIC1688.bam]	70.1214
[NIC18.bam]	67.3138
[ECA2499.bam]	21.5412
[BRC20239.bam]	33.6155
[QG854.bam]	86.1871
[PB420.bam]	46.9353
[JU1884.bam]	50.3239
[QG3053.bam]	44.5699
[PB857.bam]	45.0802
[BRC20095.bam]	34.411
[QG2686.bam]	83.9366
[NIC84.bam]	76.0469
[NIC829.bam]	117.123
[JU296.bam]	91.4999
[NIC68.bam]	48.4442
[NIC164.bam]	88.7235
[NIC62.bam]	110.915
[ECA1145.bam]	51.6804
[NIC37.bam]	80.3757
[QG736.bam]	89.7388
[NIC250.bam]	45.9118
[JU1264.bam]	109.312
[QG2780.bam]	75.8901
[BRC20334.bam]	61.4757
[JU2766.bam]	64.9136
[NIC1190.bam]	49.0038
[BRC20310.bam]	142.167
[JU348.bam]	93.3205
[MY2250.bam]	84.9977
[BRC20503.bam]	56.2281
[NIC1562.bam]	101.898
[JU382.bam]	106.396
[ECA1455.bam]	46.7428
[PE887.bam]	37.4886
[JU1834.bam]	74.0787
[JU375.bam]	127.211
[MY699.bam]	89.9749
[EG4181.bam]	19.5543
[BRC20247.bam]	49.7232
[QG4132.bam]	36.2238
[NIC1665.bam]	21.3464
[NIC158.bam]	92.5921
[ECA1631.bam]	54.4918
[NIC1304.bam]	139.428
[QG747.bam]	131.66
[MY701.bam]	54.0157
[NIC97.bam]	78.7398
[JU1472.bam]	84.0941
[JU1784.bam]	98.0607
[ECA1387.bam]	78.6554
[JU1799.bam]	81.132
[ECA1180.bam]	68.0624
[JU1509.bam]	86.0014
[ECA2666.bam]	102.624
[QG3012.bam]	51.1522
[NIC1072.bam]	65.1884
[QG4062.bam]	38.3587
[QG978.bam]	83.7456
[QG745.bam]	49.2268
[QG2895.bam]	91.8868
[BRC20089.bam]	42.1068
[NIC596.bam]	56.3224
[BRC20320.bam]	45.7895
[BRC20096.bam]	97.2479
[JU2582.bam]	106.545
[BRC20260.bam]	81.4121
[QG4118.bam]	49.7942
[ECA1168.bam]	35.8608
[JU1562.bam]	110.763
[BRC20075.bam]	28.7061
[ECA1627.bam]	30.8992
[JU2596.bam]	79.3539
[GXW0021.bam]	106.158
[NIC790.bam]	73.3846
[NIC813.bam]	74.7305
[ECA1181.bam]	64.9027
[JU2518.bam]	49.2946
[ECA1605.bam]	30.2791
[QG2964.bam]	61.6508
[BRC20343.bam]	78.0683
[QG112.bam]	78.5197
[QG4026.bam]	39.4047
[NIC98.bam]	38.6288
[NIC1634.bam]	29.3825
[EG6329.bam]	40.9231
[JU1470.bam]	93.4513
[ECA2668.bam]	56.5093
[NIC185.bam]	111.43
[QG748.bam]	126.876
[QG991.bam]	49.6075
[JU794.bam]	77.7631
[ECA2381.bam]	40.3663
[QG1156.bam]	36.1667
[QG996.bam]	25.9161
[QG885.bam]	104.396
[QG1144.bam]	66.5303
[QG2663.bam]	82.7073
[JU1467.bam]	106.977
[ECA1172.bam]	46.8579
[JU2004.bam]	80.7103
[QG804.bam]	95.8342
[NIC1062.bam]	80.6821
[ECA1170.bam]	56.2147
[QG754.bam]	111.57
[NIC1189.bam]	110.339
[JU1085.bam]	52.1623
[NIC1057.bam]	76.0441
[NIC889.bam]	45.7291
[XZ1213.bam]	56.6508
[NIC1183.bam]	93.8549
[NIC507.bam]	84.1631
[QG2692.bam]	75.8984
[JU377.bam]	137.099
[ECA1615.bam]	55.3084
[NIC1058.bam]	29.4162
[QG700.bam]	74.7001
[ECA1475.bam]	101.627
[JU2208.bam]	88.8849
[QG576.bam]	54.3379
[JU2562.bam]	52.473
[MY800.bam]	64.4758
[JU1342.bam]	74.9108
[NIC979.bam]	50.2419
[JU2569.bam]	30.7791
[ED3087.bam]	63.9769
[JU726.bam]	52.9815
[QG3787.bam]	65.8341
[QG924.bam]	192.88
[EG6266.bam]	24.705
[NIC95.bam]	65.2128
[ECA1611.bam]	61.2663
[TWN1824.bam]	31.8755
[ECA1161.bam]	50.0317
[QG888.bam]	154.621
[JU3171.bam]	45.675
[QG3661.bam]	103.399
[ED3090.bam]	56.2737
[NIC187.bam]	55.5243
[JU1791.bam]	72.9545
[QG861.bam]	67.2465
[QG4096.bam]	40.2421
[JU3201.bam]	70.5246
[BRC20366.bam]	65.9596
[NIC1063.bam]	112.235
[JU2791.bam]	48.1924
[TWN2919.bam]	31.4535
[NIC897.bam]	37.8427
[JU1045.bam]	106.029
[QG812.bam]	64.8483
[QG864.bam]	94.6262
[EG6313.bam]	113.149
[NIC806.bam]	37.15
[QG934.bam]	78.1929
[BRC20309.bam]	106.684
[QG739.bam]	78.7245
[QG3058.bam]	55.3521
[ECA1483.bam]	145.247
[JU1392.bam]	68.16
[QG4074.bam]	94.8263
[BRC20315.bam]	87.6445
[QG4128.bam]	80.0328
[NIC555.bam]	70.7998
[XZ1206.bam]	64.6946
[QG4122.bam]	46.7937
[ECA1545.bam]	122.048
[QG4065.bam]	63.8363
[QG2900.bam]	130.945
[NIC1681.bam]	54.6808
[ECA2636.bam]	115.621
[JU1828.bam]	41.8272
[JU843.bam]	64.8334
[NIC1421.bam]	71.8606
[XZ1209.bam]	63.2518
[NIC876.bam]	44.6802
[JU2873.bam]	41.0204
[MY751.bam]	70.6685
[JU2868.bam]	82.0638
[QG869.bam]	51.3743
[ECA2671.bam]	40.7817
[ECA2639.bam]	61.1346
[BRC20295.bam]	76.2053
[ECA1169.bam]	30.9725
[NIC1528.bam]	79.5156
[NIC974.bam]	48.808
[ECA2807.bam]	50.8234
[JU1344.bam]	50.6456
[JU2224.bam]	73.8629
[JU2583.bam]	72.0127
[QG2881.bam]	87.456
[NIC911.bam]	60.9711
[QG4119.bam]	38.0173
[ECA2617.bam]	40.8116
[NIC400.bam]	104.251
[ED3102.bam]	69.6555
[JU1257.bam]	37.6567
[JU2507.bam]	42.6788
[ECA2385.bam]	51.0832